Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
1153.19,678.780,1.4211,-0.14555
1154.70,679.280,1.4193,-0.16368
1156.20,679.780,1.4166,-0.17906
1157.72,680.280,1.4150,-0.19501
1159.23,680.780,1.4124,-0.20831
1160.74,681.280,1.4109,-0.22135
1162.26,681.780,1.4076,-0.23135
1163.78,682.280,1.4069,-0.24163
1165.29,682.780,1.4045,-0.25147
1166.81,683.280,1.4022,-0.26
1168.33,683.780,1.4008,-0.27025
1169.85,684.280,1.3990,-0.27616
1171.37,684.780,1.3969,-0.28484
1172.89,685.280,1.3951,-0.29378
1174.41,685.780,1.3939,-0.30137
1175.92,686.280,1.3928,-0.30917
1177.44,686.780,1.3898,-0.31595
1178.96,687.280,1.3892,-0.32202
1180.48,687.780,1.3875,-0.33013
1182.00,688.280,1.3857,-0.33833
1183.52,688.780,1.3837,-0.34575
1185.04,689.280,1.3804,-0.35289
1186.56,689.780,1.3791,-0.36226
1188.08,690.280,1.3769,-0.36991
1189.60,690.780,1.3744,-0.37674
1191.12,691.280,1.3736,-0.38346
1192.65,691.780,1.3717,-0.38848
1194.18,692.280,1.3704,-0.39635
1195.71,692.780,1.3691,-0.40349
1197.24,693.280,1.3662,-0.41066
1198.77,693.780,1.3659,-0.41867
1200.29,694.280,1.3637,-0.42673
1201.81,694.780,1.3621,-0.43274
1203.34,695.280,1.3600,-0.44269
1204.86,695.780,1.3580,-0.44861
1206.39,696.280,1.3560,-0.45622
1207.92,696.780,1.3542,-0.46458
1209.45,697.280,1.3526,-0.47158
1210.99,697.780,1.3512,-0.47961
1212.52,698.280,1.3489,-0.4867
1214.04,698.780,1.3476,-0.49472
1215.56,699.280,1.3461,-0.50062
1217.08,699.780,1.3440,-0.5106
1218.61,700.280,1.3419,-0.51681
1220.14,700.780,1.3387,-0.52517
1221.67,701.280,1.3377,-0.53241
1223.19,701.780,1.3355,-0.53953
1224.72,702.280,1.3339,-0.54628
1226.24,702.780,1.3316,-0.55165
1227.76,703.280,1.3305,-0.55957
1229.29,703.780,1.3295,-0.56457
1230.82,704.280,1.3280,-0.57168
1232.35,704.780,1.3263,-0.57891
1233.87,705.280,1.3251,-0.58439
1235.40,705.780,1.3241,-0.59139
1236.92,706.280,1.3213,-0.59785
1238.44,706.780,1.3204,-0.604
1239.97,707.280,1.3188,-0.60891
1241.49,707.780,1.3172,-0.61416
1243.02,708.280,1.3159,-0.61902
1244.55,708.780,1.3151,-0.62447
1246.08,709.280,1.3129,-0.62969
1247.60,709.780,1.3120,-0.63544
1249.13,710.280,1.3103,-0.64113
1250.65,710.780,1.3089,-0.64533
1252.17,711.280,1.3068,-0.65106
1253.69,711.780,1.3053,-0.65486
1255.21,712.280,1.3029,-0.65991
1256.74,712.780,1.3017,-0.66442
1258.26,713.280,1.3008,-0.66557
1259.78,713.780,1.2992,-0.66971
1261.31,714.280,1.2979,-0.67359
1262.82,714.780,1.2970,-0.67725
1264.34,715.280,1.2955,-0.67964
1265.86,715.780,1.2935,-0.68238
1267.36,716.280,1.2916,-0.68051
1268.84,716.780,1.2912,-0.64857
1270.31,717.280,1.2900,-0.59299
1271.78,717.780,1.2886,-0.55459
1273.26,718.280,1.2874,-0.52372
1274.75,718.780,1.2874,-0.49856
1276.25,719.280,1.2857,-0.48626
1277.77,719.780,1.2845,-0.48768
1279.29,720.280,1.2832,-0.48642
1280.81,720.780,1.2810,-0.48564
1282.34,721.280,1.2795,-0.4866
1283.87,721.780,1.2783,-0.4892
1285.41,722.280,1.2770,-0.49876
1286.95,722.780,1.2751,-0.51139
1288.49,723.280,1.2740,-0.52123
1290.03,723.780,1.2732,-0.52983
1291.57,724.280,1.2715,-0.54009
1293.11,724.780,1.2690,-0.55034
1294.64,725.280,1.2686,-0.55801
1296.18,725.780,1.2670,-0.56529
1297.71,726.280,1.2649,-0.57385
1299.25,726.780,1.2637,-0.58163
1300.79,727.280,1.2624,-0.58731
1302.32,727.780,1.2614,-0.59549
1303.87,728.280,1.2603,-0.60337
1305.40,728.780,1.2581,-0.61169
1306.94,729.280,1.2575,-0.62458
1308.47,729.780,1.2564,-0.63562
1310.00,730.280,1.2554,-0.65284
1311.53,730.780,1.2540,-0.67011
1313.07,731.280,1.2525,-0.68259
1314.60,731.780,1.2515,-0.69613
1316.14,732.280,1.2504,-0.70811
1317.68,732.780,1.2495,-0.71593
1319.21,733.280,1.2487,-0.72759
1320.75,733.780,1.2477,-0.7373
1322.28,734.280,1.2469,-0.74757
1323.81,734.780,1.2444,-0.75762
1325.34,735.280,1.2436,-0.76888
1326.87,735.780,1.2424,-0.77955
1328.41,736.280,1.2405,-0.78914
1329.94,736.780,1.2390,-0.79797
1331.47,737.280,1.2375,-0.8076
1333.00,737.780,1.2363,-0.81596
1334.52,738.280,1.2349,-0.82373
1336.05,738.780,1.2339,-0.82942
1337.58,739.280,1.2317,-0.83647
1339.11,739.780,1.2312,-0.84193
1340.63,740.280,1.2310,-0.84507
1342.16,740.780,1.2303,-0.84932
1343.69,741.280,1.2296,-0.85229
1345.22,741.780,1.2286,-0.85669
1346.75,742.280,1.2271,-0.85817
1348.28,742.780,1.2254,-0.86013
1349.81,743.280,1.2243,-0.86163
1351.34,743.780,1.2229,-0.86148
1352.87,744.280,1.2211,-0.85943
1354.40,744.780,1.2202,-0.8578
1355.93,745.280,1.2200,-0.85742
1357.46,745.780,1.2193,-0.85757
1358.99,746.280,1.2186,-0.85664
1360.52,746.780,1.2177,-0.85537
1362.04,747.280,1.2170,-0.85381
1363.57,747.780,1.2159,-0.85419
1365.09,748.280,1.2146,-0.8536
1366.63,748.780,1.2134,-0.8515
1368.16,749.280,1.2126,-0.85121
1369.68,749.780,1.2118,-0.85007
1371.21,750.280,1.2111,-0.84858
1372.73,750.780,1.2104,-0.84766
1374.25,751.280,1.2097,-0.84527
1375.77,751.780,1.2088,-0.84309
1377.30,752.280,1.2077,-0.84124
1378.82,752.780,1.2069,-0.83862
1380.35,753.280,1.2064,-0.83826
1381.88,753.780,1.2057,-0.83704
1383.41,754.280,1.2046,-0.83475
1384.94,754.780,1.2036,-0.83061
1386.47,755.280,1.2027,-0.82957
1388.00,755.780,1.2025,-0.82815
1389.53,756.280,1.2020,-0.82642
1391.06,756.780,1.2009,-0.82372
1392.58,757.280,1.2001,-0.82369
1394.11,757.780,1.1992,-0.82146
1395.64,758.280,1.1984,-0.81964
1397.17,758.780,1.1977,-0.82043
1398.70,759.280,1.1969,-0.81866
1400.24,759.780,1.1962,-0.81702
1401.77,760.280,1.1958,-0.81473
1403.30,760.780,1.1953,-0.81347
1404.83,761.280,1.1942,-0.81417
1406.36,761.780,1.1930,-0.8134
1407.89,762.280,1.1920,-0.81399
1409.42,762.780,1.1911,-0.81327
1410.95,763.280,1.1901,-0.81432
1412.47,763.780,1.1888,-0.81414
1414.00,764.280,1.1879,-0.81339
1415.54,764.780,1.1874,-0.81208
1417.07,765.280,1.1868,-0.81131
1418.59,765.780,1.1864,-0.81073
1420.12,766.280,1.1860,-0.80917
1421.64,766.780,1.1853,-0.80924
1423.16,767.280,1.1846,-0.80886
1424.68,767.780,1.1839,-0.80844
1426.21,768.280,1.1832,-0.80825
1427.74,768.780,1.1826,-0.8073
1429.27,769.280,1.1824,-0.80687
1430.80,769.780,1.1820,-0.80613
1432.33,770.280,1.1816,-0.80537
1433.85,770.780,1.1805,-0.80449
1435.37,771.280,1.1796,-0.80323
1436.90,771.780,1.1789,-0.80323
1438.42,772.280,1.1786,-0.80403
1439.94,772.780,1.1780,-0.80332
1441.47,773.280,1.1775,-0.80278
1443.00,773.780,1.1769,-0.80451
1444.53,774.280,1.1762,-0.8043
1446.05,774.780,1.1756,-0.80357
1447.58,775.280,1.1746,-0.80324
1449.10,775.780,1.1738,-0.80148
1450.63,776.280,1.1731,-0.80304
1452.16,776.780,1.1723,-0.80366
1453.68,777.280,1.1715,-0.8039
1455.21,777.780,1.1706,-0.80464
1456.73,778.280,1.1697,-0.80532
1458.26,778.780,1.1689,-0.80541
1459.78,779.280,1.1681,-0.80433
1461.31,779.780,1.1676,-0.80588
1462.84,780.280,1.1671,-0.8053
1464.36,780.780,1.1666,-0.80512
1465.89,781.280,1.1659,-0.80554
1467.41,781.780,1.1648,-0.80597
1468.93,782.280,1.1632,-0.80651
1470.46,782.780,1.1625,-0.8067
1471.99,783.280,1.1619,-0.80694
1473.51,783.780,1.1612,-0.80684
1475.04,784.280,1.1604,-0.80713
1476.57,784.780,1.1602,-0.8077
1478.10,785.280,1.1596,-0.80729
1479.63,785.780,1.1592,-0.80554
1481.15,786.280,1.1586,-0.80487
1482.68,786.780,1.1582,-0.80516
1484.20,787.280,1.1576,-0.80581
1485.73,787.780,1.1571,-0.8073
1487.25,788.280,1.1562,-0.8074
1488.78,788.780,1.1554,-0.80709
1490.30,789.280,1.1546,-0.80754
1491.83,789.780,1.1542,-0.80675
1493.35,790.280,1.1538,-0.80555
1494.88,790.780,1.1534,-0.80598
1496.41,791.280,1.1529,-0.80618
1497.94,791.780,1.1523,-0.8062
1499.47,792.280,1.1516,-0.80663
1500.99,792.780,1.1510,-0.80724
1502.52,793.280,1.1502,-0.80669
1504.05,793.780,1.1496,-0.80545
1505.58,794.280,1.1493,-0.8042
1507.12,794.780,1.1490,-0.80266
1508.65,795.280,1.1487,-0.80207
1510.18,795.780,1.1483,-0.80204
1511.71,796.280,1.1479,-0.80204
1513.24,796.780,1.1476,-0.80165
1514.77,797.280,1.1470,-0.80111
1516.29,797.780,1.1464,-0.80059
1517.82,798.280,1.1458,-0.80116
1519.35,798.780,1.1453,-0.80086
1520.88,799.280,1.1444,-0.79904
1522.41,799.780,1.1435,-0.79892
1523.93,800.280,1.1428,-0.7975
1525.46,800.780,1.1424,-0.79782
1526.98,801.280,1.1422,-0.79901
1528.50,801.780,1.1418,-0.79882
1530.02,802.280,1.1414,-0.79804
1531.54,802.780,1.1404,-0.79759
1533.07,803.280,1.1397,-0.79655
1534.59,803.780,1.1389,-0.79514
1536.11,804.280,1.1384,-0.79549
1537.64,804.780,1.1383,-0.7946
1539.16,805.280,1.1380,-0.79452
1540.69,805.780,1.1378,-0.7941
1542.22,806.280,1.1374,-0.79354
1543.74,806.780,1.1370,-0.7932
1545.27,807.280,1.1365,-0.79496
1546.81,807.780,1.1359,-0.79431
1548.33,808.280,1.1348,-0.79364
1549.86,808.780,1.1341,-0.79139
1551.39,809.280,1.1337,-0.79184
1552.92,809.780,1.1332,-0.79077
1554.44,810.280,1.1329,-0.78927
1555.97,810.780,1.1325,-0.79079
1557.49,811.280,1.1320,-0.7916
1559.01,811.780,1.1313,-0.79064
1560.54,812.280,1.1305,-0.79007
1562.06,812.780,1.1298,-0.79055
1563.59,813.280,1.1294,-0.78906
1565.12,813.780,1.1289,-0.78697
1566.65,814.280,1.1285,-0.78646
1568.17,814.780,1.1284,-0.78559
1569.70,815.280,1.1280,-0.7841
1571.22,815.780,1.1275,-0.7833
1572.74,816.280,1.1269,-0.78457
1574.26,816.780,1.1263,-0.7836
1575.78,817.280,1.1257,-0.78164
1577.30,817.780,1.1252,-0.78196
1578.83,818.280,1.1245,-0.7793
1580.35,818.780,1.1241,-0.77891
1581.88,819.280,1.1237,-0.77806
1583.41,819.780,1.1233,-0.77656
1584.94,820.280,1.1228,-0.77546
1586.47,820.780,1.1223,-0.77364
1587.99,821.280,1.1219,-0.77168
1589.52,821.780,1.1215,-0.77006
1591.03,822.280,1.1209,-0.77156
1592.56,822.780,1.1205,-0.77089
1594.08,823.280,1.1200,-0.7711
1595.60,823.780,1.1196,-0.77044
1597.12,824.280,1.1191,-0.76829
1598.65,824.780,1.1186,-0.76838
1600.17,825.280,1.1180,-0.76775
1601.69,825.780,1.1174,-0.76585
1603.22,826.280,1.1168,-0.76368
1604.74,826.780,1.1161,-0.76195
1606.26,827.280,1.1158,-0.7621
1607.79,827.780,1.1157,-0.75978
1609.31,828.280,1.1156,-0.76142
1610.83,828.780,1.1151,-0.76051
1612.36,829.280,1.1147,-0.7588
1613.89,829.780,1.1141,-0.75717
1615.41,830.280,1.1135,-0.75541
1616.94,830.780,1.1127,-0.75612
1618.46,831.280,1.1122,-0.7564
1619.98,831.780,1.1117,-0.75312
1621.50,832.280,1.1113,-0.75238
1623.03,832.780,1.1107,-0.7545
1624.54,833.280,1.1101,-0.75275
1626.06,833.780,1.1092,-0.74533
1627.59,834.280,1.1084,-0.7451
1629.12,834.780,1.1077,-0.74697
1630.65,835.280,1.1073,-0.74146
1632.17,835.780,1.1072,-0.74128
1633.69,836.280,1.1072,-0.73524
1635.21,836.780,1.1072,-0.72794
1636.73,837.280,1.1071,-0.72471
1638.25,837.780,1.1069,-0.72003
1639.77,838.280,1.1066,-0.71614
1641.30,838.780,1.1064,-0.71095
1642.82,839.280,1.1054,-0.70555
1644.34,839.780,1.1047,-0.70074
1645.87,840.280,1.1041,-0.70051
1647.40,840.780,1.1033,-0.69619
1648.93,841.280,1.1026,-0.69387
1650.46,841.780,1.1020,-0.68803
1651.99,842.280,1.1014,-0.6838
1653.52,842.780,1.1012,-0.68219
1655.04,843.280,1.1010,-0.67625
1656.57,843.780,1.1007,-0.67446
1658.09,844.280,1.1000,-0.67143
1659.61,844.780,1.0992,-0.67151
1661.13,845.280,1.0987,-0.66893
1662.66,845.780,1.0981,-0.66612
1664.19,846.280,1.0976,-0.66636
1665.71,846.780,1.0971,-0.66144
1667.23,847.280,1.0966,-0.65958
1668.76,847.780,1.0960,-0.658
1670.29,848.280,1.0953,-0.6566
1671.81,848.780,1.0947,-0.65264
1673.34,849.280,1.0942,-0.65057
1674.86,849.780,1.0935,-0.64815
1676.38,850.280,1.0929,-0.64768
1677.90,850.780,1.0924,-0.64454
1679.43,851.280,1.0918,-0.64116
1680.96,851.780,1.0913,-0.64194
1682.49,852.280,1.0908,-0.64037
1684.03,852.780,1.0902,-0.64041
1685.58,853.280,1.0894,-0.63972
1687.12,853.780,1.0886,-0.69953
1688.66,854.280,1.0881,-0.702
1690.20,854.780,1.0879,-0.699
1691.72,855.280,1.0878,-0.69379
1693.24,855.780,1.0878,-0.69116
1694.76,856.280,1.0876,-0.68743
1696.28,856.780,1.0872,-0.68617
1697.80,857.280,1.0870,-0.68394
1699.32,857.780,1.0860,-0.68336
1700.85,858.280,1.0853,-0.67967
1702.37,858.780,1.0847,-0.67804
1703.89,859.280,1.0841,-0.67602
1705.41,859.780,1.0838,-0.67458
1706.93,860.280,1.0834,-0.673
1708.45,860.780,1.0830,-0.67224
1709.98,861.280,1.0826,-0.67073
1711.50,861.780,1.0820,-0.66686
1713.03,862.280,1.0814,-0.6639
1714.55,862.780,1.0807,-0.66332
1716.08,863.280,1.0803,-0.65976
1717.61,863.780,1.0800,-0.65479
1719.13,864.280,1.0796,-0.65218
1720.65,864.780,1.0793,-0.65055
1722.18,865.280,1.0791,-0.6477
1723.69,865.780,1.0788,-0.64478
1725.21,866.280,1.0783,-0.64584
1726.74,866.780,1.0778,-0.64378
1728.26,867.280,1.0772,-0.64221
1729.79,867.780,1.0767,-0.64038
1731.32,868.280,1.0761,-0.64032
1732.84,868.780,1.0755,-0.63579
1734.37,869.280,1.0751,-0.63321
1735.90,869.780,1.0746,-0.62769
1737.43,870.280,1.0743,-0.62761
